ID;Bank_Name;Branch_Name;Address;Town_ID;Telephone;Fax;Opening_Date
5488;Türkiye Garanti Bankası A.Ş.;Bayrampaşa;İsmetpaşa Mahallesi Abdi İpekçi Caddesi No: 119 34035_Bayrampaşa/İstanbul;1886;0212 443 12 50;0212 501 91 70;09.04.1964
5489;Türkiye Garanti Bankası A.Ş.;Beşyüzevler;Yıldırım Mahallesi Eski Edirne Asfaltı No: 333 34045_Bayrampaşa/İstanbul;1886;0212 453 60 00;0212 453 60 40;21.08.1972
5490;Türkiye Garanti Bankası A.Ş.;Mega Center;Kocatepe Mahallesi Gümrük İskelesi Caddesi No: 97 34040_Bayrampaşa/İstanbul;1886;0212 443 11 00;0212 443 11 20;07.04.1997
5491;Türkiye Garanti Bankası A.Ş.;Sağmalcılar;Yenidoğan Mahallesi Abdiipekçi Caddesi No: 4 / A 34030_Bayrampaşa/İstanbul;1886;0212 467 14 00;0212 467 14 40;19.06.2000
5492;Türkiye Garanti Bankası A.Ş.;Terazidere;Terazidere Mahallesi Güneş Caddesi No: 1/3 34035_Bayrampaşa/İstanbul;1886;0212 613 04 45;0212 612 45 33;05.10.2009
5493;Türkiye Garanti Bankası A.Ş.;Topkapı / Maltepe;Orta Mahalle İbrahimağa Caddesi No: 1 34030_Bayrampaşa/İstanbul;1886;0212 443 14 00;0212 567 86 75;25.09.2000
5494;Türkiye Garanti Bankası A.Ş.;Tuna Caddesi;Muratpaşa Mahallesi Uluyol Caddesi No: 3 34040_Bayrampaşa/İstanbul;1886;0212 467 25 00;0212 467 25 20;28.12.2009
5495;Türkiye Garanti Bankası A.Ş.;1. Levent Ticari;Levent Mahallesi Cömert Sokak Yapı Kredi Blokları Sitesi C Blok No:1C / 26 Beşiktaş 34330_Beşiktaş/İstanbul;1183;0212 385 39 50;0212 385 39 80;14.08.1972
5496;Türkiye Garanti Bankası A.Ş.;4. Levent;Konaklar Mahallesi Akçam Caddesi No: 18A / 1 34330_Beşiktaş/İstanbul;1183;0212 385 11 00;0212 385 11 21;28.01.2008
5497;Türkiye Garanti Bankası A.Ş.;Akaretler Özel Bankacılık;Vişnezade Mahallesi Süleyman Seba Caddesi No: 32 Kat:1 34357_Beşiktaş/İstanbul;1183;0212 310 57 50;0212 310 57 70;19.11.2007
5498;Türkiye Garanti Bankası A.Ş.;Akatlar;Akat Mahallesi Zeytinoğlu Caddesi No: 55 / A - B 34335_Beşiktaş/İstanbul;1183;0212 350 65 00;0212 350 65 20;25.08.2014
5499;Türkiye Garanti Bankası A.Ş.;Akmerkez Bağlı;Kültür Mahallesi Nispetiye Caddesi No: 54 1. Bodrum Kat Bağımsız Bölüm No: 118-119 34340_Beşiktaş/İstanbul;1183;0212 386 27 00;0212 386 27 20;25.01.1999
5500;Türkiye Garanti Bankası A.Ş.;Barbaros Bulvarı;Cihannüma Mahallesi Barbaros Bulvarı No: 95 34330_Beşiktaş/İstanbul;1183;0212 310 58 30;0212 310 58 55;06.09.2004
5501;Türkiye Garanti Bankası A.Ş.;Bebek;Bebek Mahallesi Küçük Bebek Caddesi No: 8 34342_Beşiktaş/İstanbul;1183;0212 359 12 00;0212 359 12 40;01.08.1973
5502;Türkiye Garanti Bankası A.Ş.;Beşiktaş;Sinanpaşa Mahallesi Ortabahçe Caddesi No: 5 / A 34353_Beşiktaş/İstanbul;1183;0212 326 42 50;0212 258 67 64;08.09.1997
5503;Türkiye Garanti Bankası A.Ş.;Beşiktaş Bağlı;Sinanpaşa Mahallesi Beşiktaş Caddesi No: 33 34353_Beşiktaş/İstanbul;1183;0212 310 58 60;0212 310 58 70;04.09.2000
5504;Türkiye Garanti Bankası A.Ş.;Boğaziçi Üniversitesi;Bebek Mahallesi Şehitlik Dergahı Sokak No: 6 / A Rumelihisar stü 34342_Beşiktaş/İstanbul;1183;0212 359 12 50;0212 359 12 70;25.07.1985
5505;Türkiye Garanti Bankası A.Ş.;Dereboyu Caddesi / Ortaköy;Mecidiye Mahallesi Dereboyu Caddesi No: 41 Ortaköy 34347_Beşiktaş/İstanbul;1183;0212 381 39 50;0212 381 39 70;13.02.2006
5506;Türkiye Garanti Bankası A.Ş.;Esentepe;Gayrettepe Mahallesi Yıldız Posta Caddesi No: 52 34394_Beşiktaş/İstanbul;1183;0212 376 51 00;0212 376 51 40;21.11.1994
5507;Türkiye Garanti Bankası A.Ş.;Esentepe Bağlı;Yıldız Posta Caddesi No: 15 / C Esentepe 34394_Beşiktaş/İstanbul;1183;0212 376 55 00;0212 376 55 20;12.05.2008
5508;Türkiye Garanti Bankası A.Ş.;Etiler;Nispetiye Caddesi No: 93 Etiler 34337_Beşiktaş/İstanbul;1183;0212 359 62 00;02123 59 62 40;25.04.1991
5509;Türkiye Garanti Bankası A.Ş.;Etiler Özel Bankacılık;Etiler Mahallesi Demirkent Sokak Garanti Apt. No: 1 / 3 Beşi taş 34340_Beşiktaş/İstanbul;1183;0212 306 09 50;0212 306 09 70;22.11.2004
5510;Türkiye Garanti Bankası A.Ş.;Ihlamurdere / Beşiktaş;Türkali Mahallesi Ihlamurdere Caddesi No: 39 A / 1 34357_Beşiktaş/İstanbul;1183;0212 381 48 30;0212 381 48 50;09.06.2008
5511;Türkiye Garanti Bankası A.Ş.;Kurumsal Yatırım;Nisbetiye Mahallesi Aytar Caddesi No: 2 34387_Beşiktaş/İstanbul;1183;0212 318 39 60;0212 347 82 33;27.03.2003
5512;Türkiye Garanti Bankası A.Ş.;Levent;Levent Mahallesi Gonca Sokak No: 26 34330_Beşiktaş/İstanbul;1183;0212 385 39 00;0212 385 39 40;06.11.2000
5513;Türkiye Garanti Bankası A.Ş.;Mobil- 2 Bağlı;Levent Nispetiye Mahallesi Aytar Caddesi No: 2 34340_Beşiktaş/İstanbul;1183;0533 690 71 47;;20.10.2008
5514;Türkiye Garanti Bankası A.Ş.;Nispetiye;Nispetiye Mahallesi Aytar Caddesi No: 30 / A 34330_Beşiktaş/İstanbul;1183;0212 371 57 00;0212 371 57 40;25.05.2000
5515;Türkiye Garanti Bankası A.Ş.;Ortaköy;Çırağan Caddesi No: 132 Ortaköy 34347_Beşiktaş/İstanbul;1183;0212 310 57 00;0212 310 57 20;25.07.1955
5516;Türkiye Garanti Bankası A.Ş.;Saklama Si;Levent Nispetiye Mah. Aytar Cad. No: 2 Kat: 14 34340_Beşiktaş/İstanbul;1183;0212 318 11 56;0212 216 61 82;19.12.2001
5517;Türkiye Garanti Bankası A.Ş.;Ulus / İstanbul;Kültür Mahallesi Ahmet Adnan Saygun Caddesi No: 21 / A 34340_Beşiktaş/İstanbul;1183;0212 359 62 50;0212 359 62 80;19.12.2001
5518;Türkiye Garanti Bankası A.Ş.;Valideçeşme;Vişnezade Mahallesi Süleyman Seba Caddesi No: 78 / B 34357_Beşiktaş/İstanbul;1183;0212 310 58 00;0212 227 77 39;18.02.2008
5519;Türkiye Garanti Bankası A.Ş.;Yatırım Bankacılığı;Levent Nispetiye Mah. Aytar Cad. No: 2 Kat: 14 34340_Beşiktaş/İstanbul;1183;0212 318 17 95;0212 356 75 94;19.12.2001
5520;Türkiye Garanti Bankası A.Ş.;Acarkent;Acarlar Mahallesi 9. Cadde No: 5 / 1B 34810_Beykoz/İstanbul;1185;0216 538 18 00;0216 485 02 00;06.10.2003
5521;Türkiye Garanti Bankası A.Ş.;Beykoz;Merkez Mahallesi Kelle İbrahim Caddesi No: 2 34820_Beykoz/İstanbul;1185;0216 538 64 00;0216 538 64 24;25.08.2008
5522;Türkiye Garanti Bankası A.Ş.;Kavacık;Rüzgarlıbahçe Mahallesi Cumhuriyet Caddesi No: 20 34805_Beykoz/İstanbul;1185;0216 538 67 00;0216 538 67 40;31.08.1999
5523;Türkiye Garanti Bankası A.Ş.;Kavacık Çarşı;Kavacık Mahallesi Fatih Sultan Mehmet Caddesi No: 26 / A 34810_Beykoz/İstanbul;1185;0216 537 86 50;0216 537 86 55;08.06.2009
5524;Türkiye Garanti Bankası A.Ş.;Beylikdüzü Meydan;Cumhuriyet Mahallesi Atatürk Bulvarı No: 3 C 34520_Beylikdüzü/İstanbul;2051;0212 866 26 50;0212 866 26 80;11.10.2004
5525;Türkiye Garanti Bankası A.Ş.;E-5 Beylikdüzü;Yakuplu Merkez Mahallesi Hürriyet Bulvarı No: 1 / 41A 34524_Beylikdüzü/İstanbul;2051;0212 867 68 00;0212 867 68 20;01.12.2009
5526;Türkiye Garanti Bankası A.Ş.;Yakuplu / Beylikdüzü;Yakuplu Mahallesi, Hürriyet Bulvarı No:193/1B Beylikdüzü/İst nbul 34524_Beylikdüzü/İstanbul;2051;0212 867 04 00;0212 683 16 77;27.01.2020
5527;Türkiye Garanti Bankası A.Ş.;Cihangir;Kuloğlu Mahallesi Sıraselviler Caddesi No: 68 / B Cihangir 34433_Beyoğlu/İstanbul;1186;0212 377 14 00;0212 377 14 20;07.08.2006
5528;Türkiye Garanti Bankası A.Ş.;Cumhuriyet Caddesi / Taksim;Kocatepe Mahallesi Cumhuriyet Caddesi No: 1 / A 34437_Beyoğlu/İstanbul;1186;0212 311 15 60;0212 311 15 80;19.12.2001
5529;Türkiye Garanti Bankası A.Ş.;Galata;Arapcami Mahallesi Yanık Kapı Sokağı No: 1 / A 34420_Beyoğlu/İstanbul;1186;0212 313 30 00;0212 313 30 20;12.06.1947
5530;Türkiye Garanti Bankası A.Ş.;Galatasaray;Kuloğlu Mahallesi İstiklal Caddesi No: 115 / A 34430_Beyoğlu/İstanbul;1186;0212 393 61 50;0212 393 61 80;05.10.1961
5531;Türkiye Garanti Bankası A.Ş.;İstanbul Ticari;Müeyyetzade Mahallesi Kemeraltı Caddesi Karaköy Ticaret Merkezi No: 24 / A 34425_Beyoğlu/İstanbul;1186;0212 393 28 70;0212 393 28 90;17.12.2018
5532;Türkiye Garanti Bankası A.Ş.;Kabataş;Pürtelaş Hasan Efendi Mahallesi, Meclis-İ Mebusan Caddesi No: 47 / C 34427_Beyoğlu/İstanbul;1186;0212 377 17 00;0212 377 17 17;12.08.1953
5533;Türkiye Garanti Bankası A.Ş.;Karaköy;Müeyyetzade Mahallesi Kemeraltı Caddesi No: 24 / A Karaköy 34425_Beyoğlu/İstanbul;1186;0212 377 12 00;0212 377 12 40;06.11.2000
5534;Türkiye Garanti Bankası A.Ş.;Kasımpaşa;Bahriye Caddesi No: 49 Kasımpaşa 34440_Beyoğlu/İstanbul;1186;0212 311 15 30;0212 311 15 50;04.05.1964
5535;Türkiye Garanti Bankası A.Ş.;Taksim Meydan;Gümüşsuyu Mahallesi Tak-I Zafer Caddesi No: 3 / A 34437_Beyoğlu/İstanbul;1186;0212 393 23 00;0212 393 23 40;31.12.1996
5536;Türkiye Garanti Bankası A.Ş.;Taksim Ticari;Harbiye Mahallesi Asker Ocağı Caddesi No:6 34437_Beyoğlu/İstanbul;1186;0212 372 01 00;0212 372 01 20;29.12.2014
5537;Türkiye Garanti Bankası A.Ş.;Beykent Ticari;Cumhuriyet Mahallesi Gürpınar Yolu No: 7 34500_Büyükçekmece/İstanbul;1782;0212 867 27 00;0212 867 27 20;22.12.2014
5538;Türkiye Garanti Bankası A.Ş.;Beylikdüzü;Cumhuriyet Mahallesi Gürpınar Yolu No: 7 34500_Büyükçekmece/İstanbul;1782;0212 867 56 00;0212 867 56 40;01.10.1964
5539;Türkiye Garanti Bankası A.Ş.;Büyükçekmece;19 Mayıs Mahallesi 4. Bahçe Sokak No: 9 34500_Büyükçekmece/İstanbul;1782;0212 866 69 50;0212 866 69 69;21.08.2006
5540;Türkiye Garanti Bankası A.Ş.;Gürpınar;Pınartepe Mahallesi Yavuz Sultan Selim Bulvarı Hilal Konakları Sitesi A2 Blok Apartmanı No: 34 Ja 34500_Büyükçekmece/İstanbul;1782;0212 866 02 00;212 866 02 20;08.10.2018
5541;Türkiye Garanti Bankası A.Ş.;Mimaroba;Batıköy Mahallesi Mustafa Kemal Bulvarı No: 24 34500_Büyükçekmece/İstanbul;1782;0212 866 29 00;0212 866 29 09;28.05.2007
5542;Türkiye Garanti Bankası A.Ş.;Çatalca;Kaleiçi Mahallesi Tevfik Erdönmez Caddesi No: 14 34540_Çatalca/İstanbul;1237;0212 866 69 00;0212 866 69 29;22.01.2007
5543;Türkiye Garanti Bankası A.Ş.;Çekmeköy;Çamlık Mahallesi Muhsin Yazıcıoğlu Caddesi No: 48 / A 34760_Çekmeköy/İstanbul;2052;0216 643 10 00;0216 643 10 40;19.12.2005
5544;Türkiye Garanti Bankası A.Ş.;Mimar Sinan / Çekmeköy;Mimar Sinan Mahallesi Mimar Sinan Caddesi No: 5 / 1A 34782_Çekmeköy/İstanbul;2052;0216 643 05 00;0216 643 05 20;02.01.2012
5545;Türkiye Garanti Bankası A.Ş.;Taşdelen;Taşdelen Mahallesi Turgut Özal Bulvarı No: 104 / A Taşdelen 34782_Çekmeköy/İstanbul;2052;0216 430 10 00;0216 430 10 40;11.11.2009
5546;Türkiye Garanti Bankası A.Ş.;Atışalanı;Kazım Karabekir Mahallesi Atışalanı Caddesi No: 113 34225_Esenler/İstanbul;2016;0212 629 00 06;0212 629 00 45;16.09.2009
5547;Türkiye Garanti Bankası A.Ş.;Esenler;Fevzi Çakmak Mahallesi Atışalanı Caddesi No: 24 34220_Esenler/İstanbul;2016;0212 440 16 00;0212 440 16 20;01.11.1973
5548;Türkiye Garanti Bankası A.Ş.;Tekstilkent;Oruç Reis Mahallesi Tekstilkent Caddesi No: 10 / T Tekstilkent Çarşı Bloğu Giriş Kat No: 10 34220_Esenler/İstanbul;2016;0212 440 16 50;0212 440 16 80;29.12.2008
5549;Türkiye Garanti Bankası A.Ş.;Yüzyıl Mahallesi;Oruç Reis Mahallesi Barbaros Caddesi No: 30 34235_Esenler/İstanbul;2016;0212 440 21 00;0212 440 21 20;06.09.2010
5550;Türkiye Garanti Bankası A.Ş.;Cumhuriyet Caddesi / Esenyurt;Cumhuriyet Mahallesi Nazım Hikmet Bulvarı No: 86 - 86D 34515_Esenyurt/İstanbul;2053;0212 867 72 00;0212 867 72 20;02.01.2013
5551;Türkiye Garanti Bankası A.Ş.;Esenkent;Koza Mahallesi 1638 Sokak B Blok No: 2B - 625 34510_Esenyurt/İstanbul;2053;0212 622 61 00;0212 622 61 20;26.11.2018
5552;Türkiye Garanti Bankası A.Ş.;Esenyurt;Üçevler Mahallesi Doğan Araslı Bulvarı No: 109 / B 34510_Esenyurt/İstanbul;2053;0212 622 39 00;0212 622 39 20;16.10.2006
5553;Türkiye Garanti Bankası A.Ş.;Esenyurt Yeni Meydan;İnönü Mahallesi Doğan Araslı Bulvarı No: 92 A / 3 34510_Esenyurt/İstanbul;2053;0212 622 30 00;0212 622 30 20;08.01.2018
5554;Türkiye Garanti Bankası A.Ş.;Hadımköy;Akçaburgaz Mahallesi Hadımköy Yolu No: 194 34900_Esenyurt/İstanbul;2053;0212 866 26 00;0212 866 26 40;06.03.2006
5555;Türkiye Garanti Bankası A.Ş.;Alibeyköy;Alibeyköy Mahallesi Atatürk Caddesi No: 23 / A 34060_Eyüpsultan/İstanbul;1325;0212 600 16 30;0212 600 16 50;17.12.2007
5556;Türkiye Garanti Bankası A.Ş.;Bilgi Üniversitesi Bağlı;Bilgi Üniversitesi Santral Kampüsü Emniyettepe Mahallesi Kazım Karabekir Caddesi No: 2 / 13 34387_Eyüpsultan/İstanbul;1325;0212 216 96 07;0212 216 84 48;07.11.2005
5557;Türkiye Garanti Bankası A.Ş.;Eyüpsultan;Fahri Korutürk Caddesi No: 10 34050_Eyüpsultan/İstanbul;1325;0212 600 11 30;0212 563 73 84;07.08.2006
5558;Türkiye Garanti Bankası A.Ş.;Göktürk / Kemerburgaz;İstanbul Caddesi No: 28 A Blok 34077_Eyüpsultan/İstanbul;1325;0212 364 68 00;0212 364 68 20;22.12.2003
5559;Türkiye Garanti Bankası A.Ş.;Topçular;Topçular Mahallesi Rami Kışla Caddesi No: 19 / F 34055_Eyüpsultan/İstanbul;1325;0212 443 12 00;0212 443 12 30;14.12.1987
5560;Türkiye Garanti Bankası A.Ş.;Yeşilpınar;Yeşilpınar Mahallesi Özlem Sokak No: 1 Yeşilpınar 34065_Eyüpsultan/İstanbul;1325;0212 617 68 60;0212 535 36 50;28.12.2009
5561;Türkiye Garanti Bankası A.Ş.;Akdeniz Caddesi / Fatih;Akşemsettin Mahallesi Akdeniz Caddesi No: 101 34080_Fatih/İstanbul;1327;0212 453 43 00;0212 453 43 20;15.08.2011
5562;Türkiye Garanti Bankası A.Ş.;Aksaray / İstanbul;Mustafakemalpaşa Caddesi No: 35 34097_Fatih/İstanbul;1327;0212 459 15 00;0212 632 16 16;01.07.1954
5563;Türkiye Garanti Bankası A.Ş.;Aksaray / İstanbul Bağlı;Mesihpaşa Mahallesi Mesihpaşa Caddesi No: 39 Daire: 101 34130_Fatih/İstanbul;1327;0212 518 05 25;0212 518 05 70;22.06.2009
5564;Türkiye Garanti Bankası A.Ş.;Bahçekapı;Hobyar Mahallesi Büyük Postane Caddesi No:19A 34112_Fatih/İstanbul;1327;0212 455 49 00;0212 455 49 40;07.07.1952
5565;Türkiye Garanti Bankası A.Ş.;Balat;Balat Mahallesi Çiçekli Bostan Sokak No: 1 34087_Fatih/İstanbul;1327;0212 453 35 30;0212 453 35 55;26.04.1963
5566;Türkiye Garanti Bankası A.Ş.;Çemberlitaş;Mimar Hayrettin Mahallesi Yeniçeriler Caddesi No: 35 Çemberl taş 34122_Fatih/İstanbul;1327;0212 455 52 50;0212 455 52 80;25.02.1949
5567;Türkiye Garanti Bankası A.Ş.;Fatih;Ali Kuşçu Mahallesi Fevzipaşa Caddesi No: 64 34083_Fatih/İstanbul;1327;0212 453 31 00;0212 453 31 40;01.07.1968
5568;Türkiye Garanti Bankası A.Ş.;Fındıkzade;Haseki Sultan Mahallesi Kızılelma Caddesi No: 9 34300_Fatih/İstanbul;1327;0212 459 15 50;0212 459 15 75;27.11.2000
5569;Türkiye Garanti Bankası A.Ş.;İstanbul Üniversitesi;Arpa Emini Mahallesi Turgut Özal Millet Caddesi No: 118 Monoblok Binası Çapa 34390_Fatih/İstanbul;1327;0212 453 35 00;0212 453 35 20;09.04.2004
5570;Türkiye Garanti Bankası A.Ş.;Kapalıçarşı;Beyazıt Mahallesi Sandal Bedesten Sokak No: 24-34 34126_Fatih/İstanbul;1327;0212 402 11 00;0212 402 11 11;17.12.2007
5571;Türkiye Garanti Bankası A.Ş.;Karagümrük;Hatice Sultan Mahallesi Fevzipaşa Caddesi No: 291 Karagümrük 34091_Fatih/İstanbul;1327;0212 453 13 00;0212 453 13 20;18.08.2008
5572;Türkiye Garanti Bankası A.Ş.;Kocamustafapaşa;Kuvayi Milliye Caddesi No: 3 / A Kocamustafapaşa 34107_Fatih/İstanbul;1327;0212 459 16 00;0212 459 16 16;30.06.2008
5573;Türkiye Garanti Bankası A.Ş.;Laleli;Mimar Kemalettin Mahallesi Ordu Caddesi No: 35 / B 34130_Fatih/İstanbul;1327;0212 402 11 30;0212 402 11 31;23.09.2002
5574;Türkiye Garanti Bankası A.Ş.;Mahmutpaşa;Tayahatun Mahallesi Mahmutpaşa Caddesi No: 145 34120_Fatih/İstanbul;1327;0212 402 11 60;0212 402 11 81;01.06.2004
5575;Türkiye Garanti Bankası A.Ş.;Mercan;Mercan Mahallesi Vasıfçınar Caddesi No: 68-72 34116_Fatih/İstanbul;1327;0212 455 51 50;0212 511 77 56;14.02.1972
5576;Türkiye Garanti Bankası A.Ş.;Nuruosmaniye;Alemdar Mah. Babi Ali Cad. No:4 Fatih 34444_Fatih/İstanbul;1327;0212 455 41 50;0212 455 41 80;18.05.1998
5577;Türkiye Garanti Bankası A.Ş.;Sirkeci;Hocapaşa Mahallesi Muradiye Caddesi No: 45-47 Sirkeci 34110_Fatih/İstanbul;1327;0212 402 35 00;0212 402 35 20;31.08.2009
5578;Türkiye Garanti Bankası A.Ş.;Şehremini Bağlı;Şehremini Mahallesi Başvekil Caddesi No: 8 / A Çapa 34104_Fatih/İstanbul;1327;0212 459 19 00;0212 459 19 20;28.12.2009
5579;Türkiye Garanti Bankası A.Ş.;Tahtakale;Tahtakale Mahallesi Tahtakale Caddesi No: 46-48 34116_Fatih/İstanbul;1327;0212 402 12 00;0212 402 12 12;04.08.2003
5580;Türkiye Garanti Bankası A.Ş.;Unkapanı;Hacı Kadın Mahallesi Atatürk Bulvarı No: 60 34134_Fatih/İstanbul;1327;0212 455 49 50;0212 455 49 80;29.09.1960
5581;Türkiye Garanti Bankası A.Ş.;Yusufpaşa;Keyci Hatun Mahallesi Turgut Özal Millet Caddesi No: 19 / A 34093_Fatih/İstanbul;1327;0212 459 17 00;0212 459 17 20;07.07.2008
5582;Türkiye Garanti Bankası A.Ş.;Gaziosmanpaşa / İstanbul;Merkez Mahallesi Cumhuriyet Meydanı No: 23 / B 34245_Gaziosmanpaşa/İstanbul;1336;0212 453 56 00;0212 453 56 40;26.08.1971
5583;Türkiye Garanti Bankası A.Ş.;Gaziosmanpaşa Çarşı;Merkez Mahallesi Küçükköy Caddesi No: 1 34245_Gaziosmanpaşa/İstanbul;1336;0212 600 03 00;0212 600 03 20;30.12.2013
5584;Türkiye Garanti Bankası A.Ş.;Küçükköy;Fevzi Çakmak Mahallesi Cengiz Topel Caddesi No: 198 / B 34255_Gaziosmanpaşa/İstanbul;1336;0212 609 32 82;0212 609 32 93;09.11.2000
5585;Türkiye Garanti Bankası A.Ş.;Yıldırım / Beşyüzevler;Hürriyet Mahallesi Eski Edirne Asfaltı No: 160 / A 34045_Gaziosmanpaşa/İstanbul;1336;0212 477 43 09;0212 477 43 22;07.12.2000
5586;Türkiye Garanti Bankası A.Ş.;Güngören;Güven Mahallesi İnönü Caddesi No: 21 / B 34160_Güngören/İstanbul;2010;0212 484 25 00;0212 484 25 20;30.12.2002
5587;Türkiye Garanti Bankası A.Ş.;Güngören Sanayi;Sanayi Mahallesi Sancaklı Caddesi No: 8-8 / A-B 34165_Güngören/İstanbul;2010;0212 484 28 00;0212 484 28 28;01.10.2007
5588;Türkiye Garanti Bankası A.Ş.;Merter;M. Nesih Özmen Mahallesi Tekstil Merkezi Fatih Caddesi No: 43 / A Merter 34169_Güngören/İstanbul;2010;0212 484 26 00;0212 484 26 40;25.09.2000
5589;Türkiye Garanti Bankası A.Ş.;Merter Çarşı;A. Nafiz Gürman Mahallesi Altay Sokak No: 1 / 5 34173_Güngören/İstanbul;2010;0212 408 10 00;0212 408 10 20;27.10.2010
5590;Türkiye Garanti Bankası A.Ş.;Merter Tekstil Merkezi;M. Nesih Özmen Mahallesi Tekstil Merkezi Fatih Caddesi No: 7 / 2 Merter 34010_Güngören/İstanbul;2010;0212 484 27 00;0212 484 27 27;12.06.2000
5591;Türkiye Garanti Bankası A.Ş.;Acıbadem;Acıbadem Mahallesi Acıbadem Caddesi No: 92 34718_Kadıköy/İstanbul;1421;0216 547 62 00;0216 547 62 40;28.08.2000
5592;Türkiye Garanti Bankası A.Ş.;Bağdat Caddesi Özel Bankacılık;Suadiye Mahallesi Bağdat Caddesi No: 459 34740_Kadıköy/İstanbul;1421;0216 368 57 10;0216 368 57 24;04.10.2004
5593;Türkiye Garanti Bankası A.Ş.;Bostancı;Bostancı Mahallesi Şemsettin Günaltay Caddesi No: 25 /A-B 34744_Kadıköy/İstanbul;1421;0216 665 15 50;0216 665 15 75;13.11.2000
5594;Türkiye Garanti Bankası A.Ş.;Cemil Topuzlu;Caddebostan Mahallesi Operatör Cemil Topuzlu Caddesi No: 36 / A 34724_Kadıköy/İstanbul;1421;0216 468 16 00;0216 468 16 40;24.12.2007
5595;Türkiye Garanti Bankası A.Ş.;Erenköy;Caddebostan Mahallesi Bağdat Caddesi No: 336 / B - C 34738_Kadıköy/İstanbul;1421;0216 468 13 00;0216 468 13 40;21.11.1968
5596;Türkiye Garanti Bankası A.Ş.;Ethem Efendi;Ethemefendi Caddesi No: 109 34738_Kadıköy/İstanbul;1421;0216 468 16 50;0216 468 16 80;20.10.2008
5597;Türkiye Garanti Bankası A.Ş.;Fikirtepe;Mandıra Caddesi No: 178 / A Fikirtepe 34720_Kadıköy/İstanbul;1421;0216 468 18 00;0216 468 18 20;28.12.2009
5598;Türkiye Garanti Bankası A.Ş.;Göztepe;Caddebostan Mahallesi Bağdat Caddesi No: 270 / C Göztepe 34728_Kadıköy/İstanbul;1421;0216 468 13 50;0216 468 13 80;01.11.1984
5599;Türkiye Garanti Bankası A.Ş.;Göztepe Minibüs Caddesi;Fahrettin Kerim Gökay Caddesi No: 228 / 1-2-9 Göztepe 34730_Kadıköy/İstanbul;1421;0216 468 14 00;0216 478 56 21;27.01.2003
5600;Türkiye Garanti Bankası A.Ş.;Hasanpaşa;Fahrettin Kerim Gökay Caddesi No: 67 / A / 1 Hasanpaşa 34722_Kadıköy/İstanbul;1421;0216 542 54 00;0216 542 54 24;01.11.1973
5601;Türkiye Garanti Bankası A.Ş.;İçerenköy Carrefour Avm;Carrefour Alışveriş Merkezi İçerenköy Mahallesi Kayışdağı Caddesi No: 2 34742_Kadıköy/İstanbul;1421;0216 655 36 00;0216 655 36 20;09.11.1988
5602;Türkiye Garanti Bankası A.Ş.;Kadıköy;Söğütlü Çeşme Caddesi No: 41 34714_Kadıköy/İstanbul;1421;0216 542 96 00;0216 542 96 40;29.07.1948
5603;Türkiye Garanti Bankası A.Ş.;Kadıköy Çarşı;Caferağa Mahallesi Mühürdar Caddesi No: 38 / A 34714_Kadıköy/İstanbul;1421;0216 542 34 00;0216 542 34 24;01.09.1997
5604;Türkiye Garanti Bankası A.Ş.;Kadıköy Ticari;Merdivenköy Mahallesi Dikyol Sokak No: 2 / A B Blok D: 1201 - 1202 - 1203 - 1204 - 1205 34732_Kadıköy/İstanbul;1421;0216 468 33 00;0216 468 33 20;24.12.2018
5605;Türkiye Garanti Bankası A.Ş.;Kalamış;Fenerbahçe Mahallesi Ahmet Mithat Efendi Caddesi No: 16 / A 34726_Kadıköy/İstanbul;1421;0216 542 11 30;0216 542 11 31;12.09.1994
5606;Türkiye Garanti Bankası A.Ş.;Kazasker;19 Mayıs Mahallesi Şemsettin Günaltay Caddesi No: 133 / 1 / A 34738_Kadıköy/İstanbul;1421;0216 665 15 00;0216 665 15 40;26.09.1994
5607;Türkiye Garanti Bankası A.Ş.;Kızıltoprak;Fenerbahçe Mahallesi Bağdat Caddesi No: 64 / A 34725_Kadıköy/İstanbul;1421;0216 542 54 30;0216 542 54 54;02.11.1998
5608;Türkiye Garanti Bankası A.Ş.;Koşuyolu;Koşuyolu Caddesi No: 59 / 61 Koşuyolu 34718_Kadıköy/İstanbul;1421;0216 547 20 00;0216 547 20 02;10.12.2007
5609;Türkiye Garanti Bankası A.Ş.;Kozyatağı İnönü Caddesi;19 Mayıs Mahallesi İnönü Caddesi No: 58 / A 34742_Kadıköy/İstanbul;1421;0216 468 17 00;0216468 17 17;26.02.2007
5610;Türkiye Garanti Bankası A.Ş.;Kozyatağı Özel Bankacılık;Barbaros Mahallesi Halk Caddesi No: 41 Yenisahra 34742_Kadıköy/İstanbul;1421;0216 317 11 96;0216 317 31 67;24.03.2008
5611;Türkiye Garanti Bankası A.Ş.;Kozyatağı Ticari;Kozyatağı Mahallesi Şehit Mehmet Fatih Ongün Sokak No: 8 34752_Kadıköy/İstanbul;1421;0216 665 17 50;0216 665 17 70;22.12.2014
5612;Türkiye Garanti Bankası A.Ş.;Kuyubaşı;Fahrettin Kerim Gökay Caddesi Çan Tepe Sk. No: 2 Kuyubaşı 34724_Kadıköy/İstanbul;1421;0216 468 14 50;0216 468 14 80;05.06.2000
