customerID;isControl;isBusiness;creditLimit;tenure;comparisonPA;target;reward;optIn;observationPA
8764;0;0;9000;3;1025;2000;100;1;3575
9832;0;0;13000;5;1025;2000;100;1;2990
3656;0;1;11000;31;1025;2000;100;1;8914
7037;0;0;4000;29;1025;2000;100;0;1625
7373;0;0;3000;81;1025;2000;100;0;1285
10129;0;0;2000;73;1025;2000;100;0;1175
6983;0;1;3000;60;1025;2000;100;0;1325
6078;0;0;2000;107;1025;2000;100;0;1100
2284;0;1;3000;93;1025;2000;100;1;525
8865;0;0;2000;75;1025;2000;100;0;900
10453;0;0;3000;27;1025;2000;100;0;600
2198;0;1;2000;14;1025;2000;100;0;500
3333;0;1;3000;78;1024.86;2000;100;0;989.44
5403;0;0;14000;18;1024.85;2000;100;1;4671.95
10145;0;0;2000;113;1023;2000;100;0;1081
894;1;0;2000;36;1023;2000;100;0;651
9323;0;1;10000;6;1021.52;2000;100;1;3680.9
7064;0;0;3000;117;1020.83;2000;100;0;867.92
10333;0;0;8000;85;1020.67;2000;100;0;1998.41
6993;0;0;5000;32;1020;2000;100;1;4150
11471;0;1;5000;114;1020;2000;100;1;3727
9774;0;0;3000;81;1020;2000;100;0;1960
9881;0;0;4000;7;1020;2000;100;0;1590
5917;0;0;7000;53;1020;2000;100;0;1590
599;1;0;2000;59;1020;2000;100;0;820
10388;0;1;2000;82;1020;2000;100;0;458
9746;0;0;6000;28;1019.98;2000;100;0;1691.79
3661;0;0;6000;17;1019;2000;100;0;1833
369;1;0;3000;97;1019;2000;100;0;653
2576;0;0;4000;32;1019;2000;100;0;423
2975;0;0;3000;96;1015.76;2000;100;0;779.59
6518;0;0;4000;91;1015.43;2000;100;0;260.33
11358;0;0;3000;53;1015.39;2000;100;0;722.34
9356;0;0;2000;95;1015.12;2000;100;0;648.1
11513;0;0;5000;90;1015;2000;80;1;2017
7508;0;0;5000;46;1015;2000;100;0;1729
10192;0;0;3000;24;1015;2000;100;0;598
4303;0;0;4000;17;1014;2000;80;1;2343
11301;0;0;7000;67;1010.94;2000;80;1;2015.06
10336;0;1;5000;4;1010.82;2000;80;1;2591.99
7065;0;0;6000;95;1010.78;2000;100;1;3626.8
4022;0;0;2000;45;1010.43;2000;100;0;1005.85
7337;0;1;9000;3;1010;2000;100;1;4815
5936;0;0;23000;10;1010;2000;100;0;10252
7765;0;0;4000;48;1010;2000;100;0;1750
8353;0;0;5000;18;1010;2000;100;0;1413
2801;0;0;4000;32;1010;2000;100;0;780
2986;0;0;2000;95;1010;2000;100;0;580
119;1;0;3000;11;1010;2000;100;0;920
10947;0;0;2000;33;1010;2000;100;0;300
5435;0;1;3000;52;1010;2000;100;0;270
9688;0;0;3000;73;1006.76;2000;100;0;1576.3
5340;0;0;6000;114;1006.69;2000;100;1;3913.82
9132;0;0;2000;28;1005.36;2000;100;0;445.97
8123;0;1;9000;5;1005.14;2000;100;1;5072.47
7031;0;0;3000;33;1005;2000;100;0;422
5131;0;1;8000;6;1004;2000;80;1;2638
10339;0;0;4000;23;1004;2000;100;0;1272
2124;0;1;3000;46;1004;2000;100;0;1176
62;1;1;2000;6;1003.93;2000;100;0;874.76
102;1;0;4000;87;1002.28;2000;100;0;923.75
1705;1;0;4000;62;1002;2000;100;0;1638.62
2614;0;0;3000;78;1001.73;2000;100;0;741.44
6142;0;0;4000;87;1001.68;2000;100;0;1182.08
7537;0;0;3000;41;1001.54;2000;100;0;1872.57
8347;0;0;7000;44;1001.49;2000;100;0;1940.02
11030;0;0;2000;79;1001;2000;100;1;890
8100;0;0;2000;119;1001;2000;100;0;1057
10663;0;0;2000;68;1001;2000;100;0;963
10416;0;0;3000;85;1001;2000;100;0;703
4568;0;0;69000;3;1000;1250;50;1;19000
7855;0;1;12000;3;1000;1500;80;1;8100
2748;0;0;23000;3;1000;1250;50;1;5925
2287;0;0;19000;3;1000;1250;50;1;4750
6097;0;0;8000;4;1000;1500;80;1;5300
11595;0;0;12000;5;1000;1250;50;1;4750
4900;0;0;13000;6;1000;1500;80;1;6200
6687;0;0;9000;6;1000;1250;50;1;5000
1036;1;0;19000;82;1000;1250;50;0;6250
7075;0;0;53000;87;1000;1250;50;1;16250
9968;0;0;35000;106;1000;1400;80;1;13750
11780;0;0;30000;64;1000;1500;80;1;9200
5692;0;0;15000;71;1000;1500;80;1;8000
10918;0;1;18000;31;1000;1250;50;1;6750
10682;0;0;10000;117;1000;1500;80;1;4325
5769;0;0;14000;117;1000;1250;50;1;4250
6721;0;0;16000;69;1000;1500;80;1;4000
5579;0;0;5000;118;1000;1400;80;1;4000
3880;0;0;12000;16;1000;1500;80;1;3900
7319;0;0;12000;43;1000;1250;50;1;3750
7817;0;0;14000;26;1000;1500;80;1;3600
1847;1;0;5000;104;1000;1250;50;0;4250
8676;0;0;6000;32;1000;1500;80;1;3050
10208;0;0;8000;15;1000;1500;80;1;2900
6195;0;0;11000;66;1000;1250;50;1;2900
6210;0;0;9000;43;1000;1400;80;1;2750
10860;0;0;7000;57;1000;1250;50;1;2600
10532;0;0;10000;82;1000;1250;50;1;2600
3001;0;0;7000;97;1000;1400;80;1;2500
4782;0;0;8000;25;1000;1250;50;1;2500
3801;0;1;5000;47;1000;1250;50;1;3125
5071;0;1;5000;42;1000;1250;50;1;2750
2731;0;1;3000;28;1000;1250;50;1;2500
7197;0;0;6000;23;1000;1500;80;1;2300
8399;0;0;9000;56;1000;1250;50;1;2300
9274;0;0;6000;15;1000;1250;50;1;2300
2925;0;0;3000;4;1000;1500;80;1;2000
2427;0;0;3000;69;1000;1500;75;1;2000
2379;0;0;4000;58;1000;1250;50;1;2000
5095;0;0;6000;7;1000;1250;50;1;1950
11641;0;0;6000;106;1000;1250;50;1;1900
9526;0;0;6000;60;1000;1250;50;1;1875
4475;0;1;5000;16;1000;1500;80;1;2200
9781;0;0;7000;56;1000;1250;50;1;1750
11451;0;0;2000;76;1000;1500;75;1;1600
10624;0;0;3000;89;1000;1500;75;1;1500
7154;0;0;6000;5;1000;1250;50;1;1500
5337;0;0;6000;106;1000;1250;50;1;1500
3590;0;1;5000;4;1000;1250;50;1;1750
3086;0;1;5000;117;1000;1400;75;1;1500
1660;1;0;6000;93;1000;1250;50;0;1700
1882;1;1;5000;100;1000;1250;50;0;1900
8548;0;0;5000;50;1000;1250;50;1;1400
8985;0;0;4000;11;1000;1400;80;0;1300
6400;0;0;3000;49;1000;1500;80;0;1250
2973;0;0;3000;16;1000;1500;80;0;1250
668;1;0;3000;11;1000;1400;80;0;1250
4122;0;0;2000;50;1000;1250;50;0;1200
6133;0;0;4000;111;1000;1250;50;0;1200
8091;0;0;4000;20;1000;1250;50;0;1200
2449;0;1;3000;107;1000;1500;80;0;1350
6191;0;0;4000;56;1000;1250;50;0;1150
4064;0;0;2000;23;1000;1250;50;0;1120
8061;0;0;3000;7;1000;1500;80;0;1100
8068;0;0;2000;79;1000;1250;50;0;1100
4403;0;0;3000;7;1000;1500;80;1;675
8835;0;0;4000;8;1000;1500;80;1;500
6526;0;0;2000;90;1000;1250;50;1;600
8069;0;0;3000;21;1000;1250;50;0;1100
8070;0;0;3000;113;1000;1250;50;0;1100
2530;0;0;3000;113;1000;1500;80;0;1000
2560;0;0;4000;112;1000;1400;80;0;1000
6887;0;0;3000;72;1000;1400;80;0;1000
7385;0;0;2000;111;1000;1500;80;0;750
5146;0;0;3000;18;1000;1400;80;0;750
6446;0;0;2000;32;1000;1500;80;0;700
10603;0;0;3000;19;1000;1500;80;0;700
11158;0;0;3000;119;1000;1500;80;0;700
6243;0;0;2000;82;1000;1500;80;0;600
2390;0;0;2000;39;1000;1500;80;0;600
4196;0;0;3000;51;1000;1500;80;0;600
2321;0;0;3000;103;1000;1500;80;0;600
2943;0;0;2000;74;1000;1500;80;0;600
6241;0;0;3000;109;1000;1500;80;0;600
6451;0;0;4000;44;1000;1500;80;0;600
6471;0;0;3000;88;1000;1500;80;0;525
11361;0;0;3000;75;1000;1500;80;0;500
10297;0;0;3000;24;1000;1500;80;0;500
3404;0;0;2000;15;1000;1500;80;0;500
8453;0;0;2000;6;1000;1400;80;0;500
3010;0;0;3000;14;1000;1400;80;0;500
8912;0;0;3000;91;1000;1400;80;0;500
10183;0;0;4000;104;1000;1400;80;0;500
2329;0;0;2000;40;1000;1400;80;0;500
7838;0;0;3000;35;1000;1250;50;0;1000
10931;0;0;3000;12;1000;1250;50;0;1000
6148;0;0;3000;55;1000;1250;50;0;1000
3900;0;0;2000;21;1000;1250;50;0;1000
6204;0;0;3000;24;1000;1250;50;0;1000
6979;0;0;3000;56;1000;1250;50;0;775
8581;0;0;2000;42;1000;1250;50;0;750
7639;0;0;3000;76;1000;1250;50;0;750
9879;0;0;3000;26;1000;1250;50;0;750
9748;0;0;3000;59;1000;1250;50;0;750
4463;0;0;2000;58;1000;1250;50;0;700
6284;0;0;3000;96;1000;1250;50;0;675
4380;0;0;2000;106;1000;1250;50;0;675
4576;0;1;2000;87;1000;1250;50;0;1200
8704;0;0;3000;51;1000;1250;50;0;600
8652;0;0;3000;110;1000;1250;50;0;550
8437;0;0;4000;100;1000;1250;50;0;500
8986;0;0;3000;62;1000;1250;50;0;500
4305;0;0;2000;12;1000;1250;50;0;500
2833;0;0;2000;68;1000;1250;50;0;500
905;1;0;2000;98;1000;1500;80;0;1000
576;1;0;3000;47;1000;1500;80;0;950
1226;1;0;2000;62;1000;1500;80;0;775
1395;1;0;2000;14;1000;1500;80;0;750
918;1;0;3000;55;1000;1400;80;0;750
660;1;0;2000;24;1000;1400;80;0;750
1269;1;0;3000;46;1000;1500;80;0;700
901;1;0;3000;67;1000;1500;80;0;700
611;1;0;4000;9;1000;1500;80;0;550
316;1;0;4000;52;1000;1500;80;0;500
158;1;0;2000;37;1000;1500;80;0;500
785;1;0;2000;10;1000;1400;80;0;500
1463;1;0;3000;55;1000;1250;50;0;1000
714;1;0;3000;76;1000;1250;50;0;1000
698;1;0;2000;105;1000;1250;50;0;1000
603;1;0;2000;117;1000;1250;50;0;1000
88;1;0;2000;62;1000;1250;50;0;950
1349;1;0;4000;120;1000;1250;50;0;750
1047;1;0;3000;8;1000;1250;50;0;700
8434;0;1;3000;59;1000;1400;80;0;750
2838;0;1;1000;10;1000;1500;80;0;700
10354;0;1;3000;32;1000;1500;80;0;500
6378;0;1;3000;32;1000;1500;80;0;500
6440;0;1;1000;86;1000;1400;80;0;500
8398;0;1;3000;120;1000;1400;80;0;500
2288;0;1;3000;78;1000;1400;80;0;500
11805;0;1;2000;68;1000;1250;50;0;1000
9805;0;1;2000;65;1000;1250;50;0;1000
8793;0;1;1000;113;1000;1250;50;0;1000
2132;0;1;3000;61;1000;1250;50;0;1000
5473;0;1;1000;55;1000;1250;50;0;750
2496;0;1;2000;92;1000;1250;50;0;670
4309;0;1;2000;10;1000;1250;50;0;500
735;1;1;2000;10;1000;1250;50;0;750
11856;0;0;3000;8;1000;1500;80;1;2
3531;0;0;3000;77;1000;1500;80;0;300
2426;0;0;2000;26;1000;1500;80;0;250
8182;0;0;2000;101;1000;1250;50;0;420
2045;0;0;2000;109;1000;1250;50;0;400
9154;0;0;3000;11;1000;1250;50;0;300
20;1;0;2000;102;1000;1250;50;0;375
6182;0;1;1000;82;1000;1250;50;0;480
532;1;0;3000;101;999;1500;80;0;597
931;1;0;5000;41;998.75;1500;80;0;969.62
4821;0;0;3000;25;998.19;1500;80;0;797.48
10086;0;0;4000;9;998.16;1500;80;0;1056.77
856;1;0;3000;84;998;1500;80;0;799
3667;0;0;4000;46;997.86;1500;75;1;1542.46
8103;0;0;4000;106;997.19;1500;80;0;1210.47
7746;0;0;2000;85;997;1500;75;1;1683
3432;0;0;3000;102;997;1500;75;1;1509
4342;0;0;2000;88;996;1500;80;0;629
2215;0;0;7000;115;995;1500;80;0;503
580;1;0;2000;63;993;1500;80;0;612
8387;0;0;6000;77;991.73;1500;80;1;2046.14
4368;0;0;2000;75;991.51;1500;80;0;223.63
11064;0;1;5000;75;991.36;1500;75;1;1560.49
9984;0;0;50000;3;991.19;1500;80;1;15610.05
1797;1;0;4000;106;991;1500;80;0;1733
2837;0;0;4000;26;991;1500;80;0;738
5591;0;0;3000;118;991;1500;80;0;721
2935;0;0;4000;9;991;1500;80;0;323
3569;0;0;9000;4;990;1500;80;1;4990
2797;0;0;5000;4;990;1500;80;0;1380
4381;0;0;5000;33;990;1500;80;0;1350
5391;0;0;7000;80;990;1500;80;0;770
11311;0;0;5000;112;990;1500;80;0;732
8226;0;0;6000;14;990;1500;80;0;530
10235;0;0;7000;92;990;1500;80;0;510
1687;1;0;7000;90;990;1500;80;0;850
1076;1;0;4000;33;990;1500;80;0;800
4528;0;1;5000;50;987.79;1500;80;1;2344.18
2153;0;0;2000;22;987.64;1500;80;0;424.39
7732;0;0;5000;52;987.52;1500;75;1;1526.26
5025;0;0;4000;65;987;1500;80;0;1255
3906;0;0;35000;37;986.75;1500;80;1;11551.4
9316;0;0;10000;43;986;1500;80;1;3330
9708;0;0;3000;90;986;1500;75;1;1786
7289;0;1;3000;11;986;1500;80;1;787
7731;0;0;7000;28;983.32;1500;75;1;1724.45
8552;0;0;11000;49;983.24;1500;80;1;3052.64
10943;0;0;4000;81;983.07;1500;80;0;503.53
5667;0;0;7000;24;983.03;1500;80;0;834.08
11533;0;0;3000;5;983;1500;75;1;1809
2448;0;0;7000;71;983;1500;80;0;527
7413;0;0;4000;35;983;1500;80;0;517
4468;0;1;3000;47;983;1500;80;0;585
1105;1;1;3000;62;980.74;1500;80;0;833.25
3069;0;0;13000;67;980;1500;80;1;3990
7301;0;0;10000;57;980;1500;80;1;2460
7707;0;0;7000;28;980;1500;75;1;1830
3350;0;0;6000;43;980;1500;80;0;1470
5364;0;0;4000;35;979.43;1500;80;0;645.66
579;1;0;5000;48;979.21;1500;80;0;828.17
8815;0;0;6000;47;978.61;1500;80;0;703.59
2723;0;0;4000;27;978.59;1500;80;0;685.46
1522;1;1;3000;55;977.93;1500;80;0;621.47
3360;0;0;4000;45;977.33;1500;80;0;628.52
4651;0;0;5000;14;977;1500;75;1;1998
5661;0;0;4000;21;977;1500;80;0;1846
675;1;0;2000;12;976.35;1500;80;0;776.48
7234;0;0;3000;15;976;1500;80;0;1270
9221;0;0;3000;20;976;1500;80;0;687
1862;1;0;9000;101;975;1500;80;0;6850
10689;0;0;11000;56;975;1500;80;1;3300
5108;0;0;9000;38;975;1500;80;1;2125
1883;1;0;4000;18;975;1500;80;0;1834
1789;1;0;5000;68;975;1500;80;0;1568
6112;0;0;2000;83;975;1500;80;0;1175
2900;0;0;7000;96;975;1500;80;0;875
2702;0;0;2000;85;975;1500;80;0;825
11188;0;0;6000;16;975;1500;80;0;775
7638;0;0;6000;6;975;1500;80;0;750
6694;0;0;6000;13;975;1500;80;0;700
8756;0;0;3000;117;975;1500;80;0;650
10471;0;0;6000;91;975;1500;80;0;600
1082;1;0;5000;13;975;1500;80;0;975
1323;1;0;7000;51;975;1500;80;0;825
1123;1;0;6000;113;975;1500;80;0;728
7825;0;0;5000;3;974.45;1500;80;1;2968.5
4452;0;0;3000;102;974.42;1500;80;1;524.48
3928;0;0;21000;43;974.3;1500;80;1;6810.1
10109;0;1;4000;53;974.26;1500;80;1;1216.1
9761;0;0;2000;107;974;1500;75;1;1740
9689;0;0;4000;30;974;1500;80;0;1876
6186;0;0;4000;112;974;1500;80;0;481
3362;0;0;3000;71;973;1500;75;1;1616
1749;1;0;5000;118;972;1500;80;0;974
7843;0;0;22000;3;970;1500;80;1;10550
1593;1;0;11000;78;970;1500;80;0;2840
9249;0;0;4000;100;970;1500;80;1;3470
5910;0;0;3000;29;970;1500;80;0;1900
1763;1;0;6000;50;970;1500;80;0;1580
11012;0;0;3000;9;970;1500;80;0;610
5289;0;0;3000;16;969.03;1500;80;0;762.86
4822;0;0;15000;44;969;1500;80;1;3784
3728;0;0;6000;41;968.84;1500;75;1;1598.51
6136;0;1;3000;56;968.73;1500;80;0;1216.3
6286;0;0;3000;41;968.54;1500;80;0;736.73
9480;0;0;7000;4;968;1500;80;1;2749
8967;0;0;4000;105;968;1500;80;1;2253
2861;0;0;4000;74;968;1500;80;0;300
10514;0;1;4000;6;964.43;1500;80;1;2927.27
11483;0;0;5000;46;964.29;1500;80;0;1477.11
7113;0;0;10000;3;963.68;1500;80;1;2676.38
7205;0;0;3000;48;963.63;1500;80;0;751.84
2743;0;1;5000;26;963;1500;80;0;1930
10197;0;0;2000;112;963;1500;80;0;1196
11801;0;0;3000;44;963;1500;80;0;939
11257;0;0;6000;87;963;1500;80;0;753
3611;0;0;6000;82;960;1500;80;1;2090
11057;0;0;5000;112;960;1500;75;1;1630
6287;0;1;3000;119;960;1500;80;0;1420
2509;0;0;7000;53;960;1500;80;0;770
8794;0;0;5000;98;960;1500;80;0;180
3437;0;0;3000;45;959.96;1500;80;0;796.1
8839;0;0;5000;6;959.74;1500;80;1;559.08
10213;0;0;3000;37;959.73;1500;80;0;1171.64
7231;0;0;2000;65;959.69;1500;80;0;886.69
3681;0;0;5000;28;959;1500;80;1;3478
7846;0;0;6000;115;959;1500;75;1;1834
9202;0;0;4000;63;959;1500;80;0;1433
1299;1;0;7000;84;957.43;1500;80;0;726.94
1532;1;0;4000;28;954.34;1500;80;0;600.1
10068;0;0;3000;5;954.24;1500;80;0;1092.24
1080;1;0;3000;66;954.24;1500;80;0;696.93
6055;0;0;4000;96;954.18;1500;80;0;1105.75
8946;0;0;5000;102;954.18;1500;80;0;974.08
843;1;0;6000;14;954.02;1500;80;0;599.79
4269;0;0;6000;6;953.85;1500;80;0;584.47
11363;0;0;6000;24;953;1500;80;0;998
4224;0;0;5000;10;953;1500;80;0;580
6595;0;0;4000;86;953;1500;80;0;335
2816;0;0;5000;57;953;1500;80;0;170
10897;0;0;4000;84;950;1400;80;1;2300
2419;0;0;9000;60;950;1400;80;1;2250
9938;0;0;4000;89;950;1500;80;1;2150
3415;0;0;6000;94;950;1400;80;1;2050
4812;0;1;5000;38;950;1400;80;1;2350
3823;0;0;3000;60;950;1500;75;1;1700
1778;1;0;3000;75;950;1400;80;0;1750
11063;0;0;5000;98;950;1500;80;0;1450
1657;1;0;2000;84;950;1400;80;0;1365
11319;0;0;3000;53;950;1500;80;0;1300
10193;0;0;4000;46;950;1400;80;0;1150
8062;0;0;4000;112;950;1400;80;0;1100
8140;0;0;2000;3;950;1400;80;0;1075
11182;0;0;2000;54;950;1500;80;0;1000
7491;0;0;3000;39;950;1400;80;0;1000
7633;0;0;6000;60;950;1400;80;0;950
10717;0;0;5000;49;950;1400;80;0;950
10509;0;0;3000;82;950;1400;80;0;860
7749;0;0;3000;113;950;1400;80;0;860
4525;0;0;2000;54;950;1500;80;0;825
11523;0;0;5000;36;950;1400;80;0;825
8855;0;0;6000;89;950;1500;80;0;750
8917;0;0;4000;63;950;1400;80;0;750
10815;0;0;3000;39;950;1400;80;0;750
7190;0;0;2000;63;950;1500;80;0;700
8697;0;0;3000;29;950;1400;80;0;700
6661;0;0;2000;38;950;1500;80;0;600
2221;0;0;5000;91;950;1500;80;0;550
4158;0;0;4000;56;950;1400;80;0;550
6220;0;0;7000;37;950;1400;80;0;500
4407;0;0;3000;68;950;1400;80;0;475
193;1;0;5000;89;950;1400;80;0;925
142;1;0;4000;15;950;1400;80;0;900
1114;1;0;7000;62;950;1400;80;0;830
1231;1;0;3000;29;950;1400;80;0;750
1054;1;0;4000;53;950;1400;80;0;700
1331;1;0;3000;31;950;1500;80;0;600
1292;1;0;3000;58;950;1400;80;0;570
1191;1;0;4000;3;950;1400;80;0;550
344;1;0;3000;12;950;1400;80;0;494
10199;0;1;3000;13;950;1500;80;0;650
10013;0;0;5000;65;950;1500;80;1;400
10206;0;0;3000;97;950;1500;80;0;360
466;1;0;6000;16;950;1500;80;0;100
7416;0;0;7000;82;949.47;1400;80;1;2095.05
4629;0;0;4000;3;949.26;1400;80;1;3453.37
9276;0;0;21000;5;949;1400;80;1;5425
1046;1;0;3000;73;949;1400;80;0;604
8489;0;0;4000;22;948.83;1400;75;1;1965.63
2357;0;0;6000;73;948.81;1400;80;1;2072.79
3230;0;0;7000;85;948;1400;80;0;902
10494;0;0;5000;8;948;1400;80;0;640
317;1;0;2000;119;948;1400;80;0;635
8747;0;1;3000;101;948;1400;80;0;869
3395;0;0;8000;5;945.08;1400;80;1;2419.04
4785;0;0;2000;64;944.77;1400;80;0;480.19
4225;0;0;5000;34;944.59;1400;80;1;2094.48
8662;0;1;3000;24;944.47;1400;80;0;802.64
2088;0;0;3000;48;944;1400;80;0;1210
10988;0;0;2000;25;944;1400;80;0;756
6212;0;0;6000;70;944;1400;80;0;486
631;1;0;5000;87;943.03;1400;80;0;842.32
2254;0;0;6000;48;943;1400;80;0;444
863;1;0;6000;72;942.45;1400;80;0;669.4
98;1;0;4000;67;941.26;1400;80;0;946.03
1636;1;0;13000;109;940.12;1400;80;0;3663
1866;1;0;11000;12;940;1400;80;0;8763
8129;0;0;2000;102;940;1400;80;0;1030
4121;0;0;2000;28;940;1400;80;0;1000
6690;0;0;6000;84;940;1400;80;0;710
2196;0;0;7000;98;940;1400;80;0;660
5481;0;0;5000;42;939.54;1400;75;1;1932.84
9097;0;0;6000;4;939.47;1400;80;1;2397.25
2725;0;0;8000;6;938.51;1400;80;1;3064.2
7617;0;1;3000;17;938.44;1400;80;0;364.01
2007;0;0;3000;60;938;1400;80;0;1009
2400;0;0;5000;38;938;1400;80;0;719
8173;0;0;2000;90;938;1400;80;0;521
6392;0;0;5000;15;937;1400;80;0;472
1250;1;0;3000;67;936;1400;80;0;619
1018;1;0;5000;47;935;1400;80;0;607
1473;1;0;3000;90;934;1400;80;0;662
11691;0;0;4000;3;932.11;1400;80;1;2424.77
4144;0;0;10000;4;931.03;1400;80;1;5229.69
2722;0;0;4000;23;930.88;1400;80;0;1357.39
4969;0;0;12000;5;930.54;1400;80;1;2900.44
4497;0;0;4000;110;930;1400;80;0;1183
9932;0;0;6000;68;930;1400;80;0;892
10957;0;0;4000;89;930;1400;80;0;760
10159;0;0;6000;69;930;1400;80;0;670
8285;0;0;6000;63;930;1400;80;0;634
10172;0;0;6000;93;930;1400;80;0;520
1528;1;0;6000;41;930;1400;80;0;850
6407;0;1;3000;115;930;1400;80;0;667
11079;0;1;3000;56;930;1400;80;0;530
1319;1;1;3000;60;930;1400;80;0;780
4084;0;0;2000;98;927.55;1400;80;0;1078.59
7506;0;0;7000;41;927.49;1400;80;1;2049.71
6542;0;0;7000;92;927.44;1400;80;0;888.06
7793;0;0;6000;63;926.65;1400;80;0;956.08
2409;0;0;63000;6;926;1400;80;1;17062
9653;0;0;16000;107;926;1400;80;1;9486
2273;0;0;5000;115;926;1400;75;1;1425
7509;0;0;22000;107;925;1400;80;1;6375
6117;0;0;3000;92;925;1400;80;0;1175
8063;0;0;2000;3;925;1400;80;0;1100
7886;0;0;2000;41;925;1400;80;0;875
4681;0;0;4000;46;925;1400;80;0;850
6359;0;0;2000;63;925;1400;80;0;550
2278;0;0;3000;56;925;1400;80;0;475
8158;0;0;2000;83;925;1400;80;0;470
89;1;0;6000;56;925;1400;80;0;925
1621;1;0;3000;45;925;1400;80;0;725
4466;0;1;3000;61;925;1400;80;0;650
700;1;1;3000;23;925;1400;80;0;700
4826;0;0;5000;115;925;1400;80;0;425
4007;0;0;2000;66;925;1400;80;0;400
4502;0;0;8000;4;923.53;1400;80;1;2648.86
5183;0;0;2000;7;922.68;1400;80;0;1373.4
8525;0;0;7000;6;922.48;1400;80;1;5831
9459;0;0;10000;6;922.39;1400;80;1;2583.9
7214;0;0;6000;4;922;1400;80;1;3324
346;1;0;5000;86;921.64;1400;80;0;639.79
1239;1;0;5000;87;921.3;1400;80;0;659.44
11795;0;0;12000;6;921;1400;80;1;3601
7854;0;0;5000;57;921;1400;80;1;2038
10776;0;0;4000;44;921;1400;80;0;887
467;1;0;2000;82;920.54;1400;80;0;637.19
1456;1;0;4000;32;920.33;1400;80;0;839.02
11189;0;0;7000;24;920;1400;80;0;770
6454;0;0;7000;81;920;1400;80;0;630
1724;1;0;5000;17;919;1400;80;0;1515
625;1;0;3000;105;917;1400;80;0;531
726;1;0;4000;16;916;1400;80;0;600
3612;0;0;3000;51;915.71;1400;80;0;933.03
7361;0;0;6000;27;915.58;1400;80;0;659.42
8937;0;0;4000;111;915.54;1400;80;0;1398.79
7776;0;0;3000;70;915.47;1400;75;1;1666.84
6783;0;0;9000;89;915;1400;80;1;2820
2645;0;0;7000;55;915;1400;80;1;2417
8802;0;0;6000;81;915;1400;75;1;1692
4787;0;1;3000;8;915;1400;75;1;1404
370;1;0;7000;47;915;1400;80;0;503
5053;0;0;6000;7;910.75;1400;80;0;667.89
2080;0;0;3000;18;910.69;1400;80;0;1127.36
4609;0;0;11000;3;910.57;1400;80;1;3382.28
6021;0;0;5000;96;910.36;1400;80;0;391.27
4911;0;0;14000;5;910;1400;80;1;3340
8446;0;0;4000;9;910;1400;75;1;1943
4988;0;0;3000;104;910;1400;75;1;1410
8381;0;0;2000;41;910;1400;75;1;1406
656;1;0;4000;41;910;1400;80;0;1310
10876;0;0;4000;7;910;1400;80;0;770
7032;0;0;3000;19;910;1400;80;0;720
8493;0;0;3000;38;910;1400;80;0;470
1842;1;0;5000;81;910;1400;80;0;680
3247;0;0;7000;76;910;1400;80;0;451
2292;0;0;2000;23;910;1400;80;0;218
6358;0;0;6000;66;907.71;1400;80;0;690.14
4199;0;0;6000;55;907.39;1400;80;0;620.41
10423;0;0;53000;110;907.19;1400;80;1;18782.9
5013;0;0;7000;14;906.75;1400;75;1;1986
7989;0;0;51000;5;906;1400;80;1;14801
2061;0;0;2000;36;906;1400;80;0;1137
6733;0;0;3000;43;906;1400;80;0;310
751;1;0;7000;84;905.44;1400;80;0;602.92
1345;1;0;6000;11;905.05;1400;80;0;539.11
10747;0;1;3000;55;905;1400;80;0;897
287;1;0;2000;100;902.39;1400;80;0;639.11
1204;1;0;6000;5;902.13;1400;80;0;572.28
4133;0;0;3000;12;901.75;1400;80;0;1182.55
6437;0;0;3000;88;901.67;1400;80;0;596.02
7544;0;0;6000;6;901.66;1400;80;0;878.19
10962;0;0;6000;8;901.37;1400;80;0;474.14
11249;0;0;4000;110;901;1400;80;0;1288
10175;0;0;3000;70;901;1400;80;0;580
9870;0;0;11000;3;900;1400;80;1;5650
10822;0;0;4000;4;900;1400;80;1;3741
4702;0;0;7000;6;900;1400;80;1;3525
1841;1;0;14000;110;900;1400;80;0;3400
11980;0;0;45000;112;900;1400;80;1;14850
7761;0;0;24000;106;900;1400;80;1;8800
11833;0;0;13000;55;900;1400;80;1;5700
1983;1;0;17000;34;900;1400;80;0;5700
6269;0;0;8000;49;900;1400;80;1;2800
5522;0;0;6000;22;900;1400;80;1;2700
11331;0;0;8000;65;900;1400;80;1;2700
5211;0;0;10000;18;900;1400;80;1;2600
7007;0;0;6000;97;900;1400;80;1;2600
11470;0;0;8000;61;900;1400;80;1;2550
10719;0;0;9000;92;900;1400;80;1;2300
6479;0;1;5000;54;900;1400;80;1;2800
11608;0;1;5000;36;900;1400;80;1;2550
11521;0;0;3000;31;900;1400;75;1;1850
10824;0;0;5000;12;900;1400;75;1;1700
3591;0;1;5000;22;900;1400;80;1;2040
7810;0;0;5000;60;900;1400;75;1;1600
11740;0;1;5000;14;900;1400;75;1;1775
2871;0;0;4000;64;900;1400;75;1;1400
1646;1;0;6000;110;900;1400;80;0;1500
7392;0;1;2000;6;900;1400;75;1;1450
5342;0;0;5000;20;900;1400;80;0;1350
6273;0;0;4000;116;900;1400;80;0;1350
10759;0;0;2000;59;900;1400;80;0;1300
10913;0;0;3000;29;900;1400;80;0;1280
2085;0;0;2000;7;900;1400;80;0;1200
